y x1 x2 x3 x4
129.5039583	-23.20435791	18.35849484	10.22608036	502.613046
128.8836175	-13.29145936	23.31665138	10.17509956	530.8428202
138.18081	-15.0672669	20.50948799	61.37577039	563.5419619
120.1938326	-12.86762408	13.77187355	33.35209733	520.443256
122.6608568	-29.9774327	25.48265279	23.97595444	389.392702
124.9277637	-27.0102436	43.68531022	61.40716518	247.9885572
122.2482312	-16.08865674	39.11632432	51.49305357	302.3351766
110.3757407	-16.58956919	24.46910805	23.05953119	363.3635119
104.8834441	-16.68543422	39.27095945	15.79485106	195.7209969
134.0122177	-24.08169909	31.53212224	25.42427288	392.5464104
101.2860308	-18.54738456	20.155546	69.48103777	369.1536174
100.6841894	-10.20730639	39.90958264	66.16766555	215.1551703
123.3619233	-10.11230512	42.74218603	47.07006927	272.0133062
109.5396028	-25.82049841	24.10201154	38.38574962	352.6843473
137.3480998	-19.23092536	45.76780482	67.26338242	303.0781636
117.0582332	-27.24074496	14.29607654	11.3388601	492.7788753
100.3459372	-12.35616895	45.73881629	42.97772129	132.9154544
110.0326231	-28.16012239	36.11649185	51.29231894	221.3834008
126.7843344	-13.49972493	48.42994026	60.88050223	237.8046721
122.6904674	-14.32868895	21.1564	54.31630107	493.3152347
128.3616493	-20.9684396	10.24553247	34.05932395	593.6355544
110.5177566	-18.54416093	15.97785129	55.30613557	459.8165682
134.6141352	-10.4864392	34.67033225	67.08789905	424.5674161
103.757451	-29.67041811	10.93619165	32.09385691	435.7350059
134.2836708	-10.72399931	39.79294869	3.75216384	394.6736431
133.4546826	-15.66579713	14.41361531	35.06460629	571.2327434
135.892327	-14.52654414	25.40782366	73.97759138	509.634811
109.0056911	-11.69382192	21.92503888	48.17450033	413.320296
101.4754606	-15.05835364	40.29948389	29.13426462	225.7200019
107.1626196	-14.5077402	49.75703722	32.88262099	129.6713148
