0	373.89344
2	367.9164051
4	252.7314795
6	384.4019721
8	277.4542664
10	253.9718394
12	274.547299
14	217.0174941
16	335.0886647
18	247.3991589
20	305.2644755
22	259.5954444
24	172.5356401
26	230.4056862
28	270.8910486
30	123.9874672
32	235.4502295
34	148.5709105
36	144.4000333
38	100.5123887
40	137.2061958
42	76.95625609
44	186.8627644
46	132.9881277
48	39.53762132
50	101.4028918
52	127.5797019
54	34.19159866
56	53.30635823
58	-17.02711803
60	8.300315793
62	28.22444599
64	63.92676511
66	-52.74415427
68	10.74361215
70	-48.70546633
72	-27.17459601
74	-97.72446841
76	-22.92594533
78	4.974195023
80	-58.75091814
82	-64.64895491
84	-81.25475754
86	-109.8814216
88	-108.3139071
90	-135.877663
92	-113.7594945
94	-181.5397262
96	-199.3238214
98	-212.3582457
100	-148.0634635
102	-194.2141861
104	-262.5316023
106	-206.8480112
108	-245.0987923
110	-266.3826417
112	-220.3103914
114	-275.3249496
116	-211.1932895
118	-261.8966287
120	-294.7678124
122	-248.2227232
124	-243.7665583
126	-290.866608
128	-325.6434925
130	-353.4369277
132	-340.1351769
134	-352.8950111
136	-316.9219284
138	-323.3614062
140	-467.6776071
142	-403.7480101
144	-481.5879798
146	-482.0563698
148	-461.4234903
150	-528.0886757
152	-519.0302981
154	-449.3328836
156	-466.0776567
158	-544.8770115
160	-504.7524522
162	-541.87708
164	-498.0928185
166	-585.7042574
168	-584.3236651
170	-491.2591992
172	-637.6460164
174	-615.4681097
176	-615.1044667
178	-643.4831277
180	-644.0560327
182	-591.8231773
184	-605.0583067
186	-656.4209194
188	-625.8247662
190	-692.7224771
192	-735.9732174
194	-725.1397526
196	-762.4305906
198	-749.1762583
200	-681.7264003
202	-677.3255372
204	-808.960646
206	-706.9768951
208	-732.9494714
210	-753.2711601
212	-779.90026
214	-764.0741729
216	-747.3360313
218	-844.3285698
220	-896.1507698
222	-782.9644827
224	-921.8342146
226	-887.8415449
228	-863.4620888
230	-853.3640515
232	-955.0323993
234	-851.7785984
236	-838.8907838
238	-947.3643377
240	-890.7559752
242	-897.1364092
244	-881.4770005
246	-912.4267239
248	-946.1675599
250	-989.1188477
252	-1020.847721
254	-1058.034924
256	-1022.669605
258	-1029.396942
260	-1055.830708
262	-1079.883613
264	-1102.20051
266	-1100.668732
268	-1018.937409
270	-1156.866669
272	-1115.963378
274	-1051.989286
276	-1140.186889
278	-1086.846349
280	-1169.323223
282	-1193.611715
284	-1159.791381
286	-1248.894272
288	-1130.752024
290	-1155.402758
292	-1170.056661
294	-1179.565116
296	-1220.271966
298	-1205.951457
300	-1328.129071
302	-1304.362366
304	-1258.856128
306	-1302.282876
308	-1247.99726
310	-1276.734971
312	-1273.441091
314	-1309.7415
316	-1389.287806
318	-1400.836544
320	-1364.44562
322	-1407.499664
324	-1374.778293
326	-1336.042288
328	-1368.832257
330	-1428.632912
332	-1350.437432
334	-1459.755873
336	-1401.377782
338	-1449.639299
340	-1418.271389
342	-1495.571962
344	-1441.012426
346	-1428.970827
348	-1447.022561
350	-1536.279144
352	-1462.845223
354	-1607.494315
356	-1587.752923
358	-1598.235676
360	-1642.848492
362	-1651.341044
364	-1570.156054
366	-1655.953606
368	-1678.751998
370	-1577.277425
372	-1613.129418
374	-1715.670655
376	-1588.046165
378	-1657.139255
380	-1754.074702
382	-1692.112503
384	-1713.124988
386	-1742.14942
388	-1740.17338
390	-1735.692378
392	-1673.548146
394	-1784.343471
396	-1736.737838
398	-1840.267228
400	-1732.273093
