39.04112392	85.0069553	71.13837423	-201.4669732	-1720.413436
37.55988279	86.08787304	86.16098561	-214.9576518	-1832.128509
27.56369595	82.8830043	55.36302996	-209.7112365	-1779.11309
-1.76360752	92.65529529	-8.043092436	-228.7420666	-2046.634268
-9.339264958	100.4220641	-15.60084605	-242.3755064	-2196.403922
30.00365306	80.52236818	63.71780123	-208.2795036	-1756.085036
11.57332898	88.28558202	25.07545979	-206.0758965	-1844.3714
8.833190809	97.44625409	17.11842691	-243.1482837	-2152.524754
12.13841081	104.7242653	24.67084035	-264.2671745	-2303.151709
-0.417560925	95.84193635	1.946356966	-242.674496	-2130.518628
25.19800759	99.96060953	55.31519782	-235.4740754	-2065.741586
31.05318759	90.223235	55.57933462	-217.1042729	-1879.267337
16.03914762	101.7834527	32.04009927	-259.8836807	-2264.500309
21.4359795	81.86331169	36.80354942	-185.4775286	-1644.988385
3.69471958	103.6533242	5.836694287	-266.0869316	-2324.669944
34.57940099	97.06628499	63.9431618	-249.8846818	-2105.408383
36.1531532	97.17205698	67.945419	-210.4643944	-1896.03945
23.33011121	99.28673103	49.50795908	-245.0698324	-2140.000754
27.89201666	91.80875019	54.70297206	-191.9197751	-1760.238438
-8.311884321	95.27377594	-10.31354418	-211.5359236	-1983.228438
-0.697064561	93.15657703	-8.385451347	-247.9252723	-2143.781835
18.77978859	97.68928616	36.84812634	-225.9393114	-2003.051409
-18.58631659	95.09599199	-34.18555848	-209.3500337	-1979.258772
11.33698297	108.409201	27.03452145	-255.7445709	-2290.990302
31.02731779	85.19659442	62.86883543	-183.9770974	-1630.018788
2.321600685	81.65754391	8.174981947	-184.8586912	-1660.640392
11.12136312	104.7144291	19.18122145	-244.2013906	-2228.168302
17.44444943	99.46551135	34.47694584	-252.2907565	-2190.781607
37.30443719	100.3175373	72.13603958	-243.2268907	-2082.941742
6.217438591	97.4196631	15.36294873	-224.6045308	-2051.976984
