0	0
0.1	-0.137570596
0.2	-0.95652063
0.3	-0.71665469
0.4	-1.160899785
0.5	-1.357304992
0.6	-2.583712208
0.7	-2.414572765
0.8	-3.368419038
0.9	-3.595996848
1	-3.24185602
1.1	-2.193843759
1.2	-2.88316058
1.3	-3.894408763
1.4	-3.175704324
1.5	-2.056727014
1.6	-3.321154616
1.7	-6.161560274
1.8	-2.29152218
1.9	-9.947167398
2	-6.176332771
2.1	-6.884933529
2.2	-10.88579309
2.3	-5.379570318
2.4	-7.783756899
2.5	-6.274185965
2.6	-5.185406622
2.7	-11.08871483
2.8	-9.101758052
2.9	-10.75004692
3	-5.404676882
3.1	-12.18609767
3.2	-9.650496595
3.3	-6.320524522
3.4	-12.71628495
3.5	-7.338709174
3.6	-12.45058044
3.7	-11.94158129
3.8	-13.99291204
3.9	-17.23547765
4	-17.87542142
4.1	-14.63312023
4.2	-7.540031905
4.3	-7.016986549
4.4	-16.98863294
4.5	-7.88660192
4.6	-21.65132864
4.7	-3.563036484
4.8	-16.25728462
4.9	-8.307017463
5	-16.78447536
5.1	-18.86486427
5.2	-7.542954195
5.3	-14.54025592
5.4	-16.58669354
5.5	-22.15105621
5.6	-14.72640265
5.7	-19.24849231
5.8	-22.09656212
5.9	-25.73553413
6	-10.65700155
6.1	-22.9787209
6.2	-18.17423101
6.3	-17.81298511
6.4	-13.85569037
6.5	-22.78268815
6.6	-14.80418029
6.7	-15.75717019
6.8	-29.53733642
6.9	-25.61637814
7	-15.49948149
7.1	-36.37016044
7.2	-28.68896817
7.3	-22.43657854
7.4	-26.11573503
7.5	-15.64904663
7.6	-29.32855271
7.7	-17.88036255
7.8	-36.01901922
7.9	-36.24077561
8	-17.38617427
8.1	-7.035609005
8.2	-26.76389676
8.3	-29.77704052
8.4	-13.30592679
8.5	-29.99162756
8.6	-28.47870015
8.7	-13.89172115
8.8	-21.6745498
8.9	-31.04356459
9	-16.13952825
9.1	-31.00528592
9.2	-13.36861851
9.3	-20.07138902
9.4	-21.1330442
9.5	-42.47869155
9.6	-15.15320082
9.7	-12.76072138
9.8	-20.90300245
9.9	-30.69826023
10	-19.6481579
